Client: 5222, Subject: foo, MSG: bar, Received At: Tue Jul 10 2018 16:58:12 GMT-0700 (PDT)
Client: 5222, Subject: foo, MSG: bar, Received At: Tue Jul 10 2018 16:58:18 GMT-0700 (PDT)
Client: 5222, Subject: foo, MSG: bar, Received At: Tue Jul 10 2018 16:58:47 GMT-0700 (PDT)
Client: 5222, Subject: foo, MSG: bar, Received At: Tue Jul 10 2018 16:59:21 GMT-0700 (PDT)
Client: 5222, Subject: foo, MSG: bar, Received At: Tue Jul 10 2018 17:01:12 GMT-0700 (PDT)
Client: 5222, Subject: foo, MSG: bar, Received At: Tue Jul 10 2018 17:01:20 GMT-0700 (PDT)
Client: 5222, Subject: foo, MSG: bar, Received At: Tue Jul 10 2018 17:01:55 GMT-0700 (PDT)
Client: 5222, Subject: foo, MSG: bar, Received At: Tue Jul 10 2018 17:03:14 GMT-0700 (PDT)
Client: 5222, Subject: foo, MSG: bar, Received At: Tue Jul 10 2018 17:03:23 GMT-0700 (PDT)
